Time,DWATT,CSGV,CTIM,TTXD1_1,TTXD1_2,TTXD1_3,TTXD1_4,TTXD1_5,TTXD1_6,TTXD1_7,TTXD1_8,TTXD1_9,TTXD1_10,TTXD1_11,TTXD1_12,TTXD1_13,TTXD1_14,TTXD1_15,TTXD1_16,TTXD1_17,TTXD1_18,TTXD1_19,TTXD1_20,TTXD1_21,TTXD1_22,TTXD1_23,TTXD1_24,TTXM,TTXSP1,TTXSP3,TTXSP2
#!Units,MW,na,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,naF,naF,naF,deg F,deg F,deg F,deg F
#!Description,Generator Watts Max Selected,IGV angle in deg,Compressor Inlet Temperature,Exhaust Thermocouple 1- Compensated,Exhaust Thermocouple 2- Compensated,Exhaust Thermocouple 3- Compensated,Exhaust Thermocouple 4- Compensated,Exhaust Thermocouple 5- Compensated,Exhaust Thermocouple 6 - Compensated,Exhaust Thermocouple 7 - Compensated,Exhaust Thermocouple 9 - Compensated,Exhaust Thermocouple 9 - Compensated,Exhaust Thermocouple 10  - Compensated,Exhaust Thermocouple 11 - Compensated,Exhaust Thermocouple 12 - Compensated,Exhaust Thermocouple 13 - Compensated,Exhaust Thermocouple 14 - Compensated,Exhaust Thermocouple 15 - Compensated,Exhaust Thermocouple 16 - Compensated,Exhaust Thermocouple 17 - Compensated,Exhaust Thermocouple 18 - Compensated,Exhaust Thermocouple 19 - Compensated,Exhaust Thermocouple 20 - Compensated,Exhaust Thermocouple 21 - Compensated,Exhaust Thermocouple 22 - Compensated,Exhaust Thermocouple 23 - Compensated,Exhaust Thermocouple 24 - Compensated,Exhaust Temp Median Corrected By Average,Combustion Monitor Actual Spread 1,Combustion Monitor Actual Spread 3,Combustion Monitor Actual Spread 2
2015/8/10 11:00,105.149437,80.58221436,80.69987488,1052.52002,1053.559814,1056.345215,1036.536865,1048.702515,1069.568848,1052.25293,1053.237915,1064.162231,1061.717651,1048.480225,1049.690918,1047.247925,1041.64978,1059.796875,1058.962402,1056.217041,1042.123413,1039.937744,1042.154785,1059.015381,1048.416138,1052.911499,1058.071411,1053.425659,27.70713615,20.91076851,23.05952454
2015/8/10 12:00,105.1476746,84.07814026,83.40589905,1054.546509,1050.677856,1057.16394,1036.701294,1049.159424,1069.273682,1052.161499,1054.466187,1062.30542,1059.750977,1046.911133,1050.134399,1048.664063,1042.041992,1060.213989,1059.962769,1060.511108,1039.133301,1039.115723,1042.124512,1060.119019,1050.305664,1054.494141,1055.46167,1053.73291,26.68084717,23.76904297,24.73913574
2015/8/10 13:00,105.2600555,84.08018494,82.99749756,1053.675171,1049.782471,1053.420532,1035.55835,1046.053589,1067.551514,1049.305054,1050.317383,1058.817139,1058.137207,1045.635254,1046.506226,1045.858643,1041.880493,1060.762817,1054.490967,1059.516602,1036.910889,1040.203735,1039.063965,1058.802856,1047.852539,1050.609497,1053.374146,1050.509888,27.01580048,22.01012802,24.16780281
2015/8/10 14:00,104.741333,80.99707794,81.93813324,1053.791504,1052.497925,1054.562866,1034.973389,1048.603149,1072.485718,1051.257446,1053.241089,1061.59082,1060.366943,1047.745483,1049.244385,1049.11084,1040.692261,1061.554443,1060.156616,1060.626953,1042.564209,1039.969116,1041.622314,1059.397705,1048.821899,1051.576172,1060.628052,1052.945313,25.94197464,21.40755272,21.96910095
2015/8/10 15:00,104.5430298,80.43865967,81.26109314,1052.394409,1056.336426,1053.695923,1035.261353,1050.096924,1069.961182,1052.599365,1053.473511,1063.925293,1060.721436,1048.574463,1051.346924,1048.850098,1042.516724,1062.459961,1061.419067,1062.896729,1039.043701,1040.304443,1041.521729,1060.363525,1047.380127,1052.110474,1059.26355,1052.685059,25.58197594,23.18260002,22.79084396
2015/8/10 16:00,105.0199127,83.26906586,82.77527618,1054.133667,1052.307739,1055.772949,1036.298218,1047.501831,1068.828491,1050.030762,1051.170044,1061.164917,1061.493652,1046.274902,1049.787598,1049.249512,1041.330444,1061.853516,1056.147827,1062.335815,1036.824341,1040.980713,1041.073975,1058.948242,1048.512573,1052.616089,1056.373047,1051.858765,26.84701729,22.01285744,24.77020264
2015/8/10 17:00,106.577301,84.0639801,79.66085052,1051.885132,1047.358154,1055.578003,1034.81665,1046.104004,1064.970093,1049.320435,1049.009888,1057.990356,1060.196167,1045.81189,1045.843384,1045.733521,1040.657837,1057.547119,1053.684692,1058.642578,1036.1875,1039.125366,1035.5177,1055.709351,1048.437256,1047.769165,1053.057861,1050.057251,27.28728294,22.22581482,21.91901779
2015/8/10 18:00,83.30732727,58.80542374,80.43281555,1090.243042,1079.212402,1082.163818,1082.925781,1078.815186,1085.123901,1076.588989,1098.075439,1091.918091,1088.773071,1089.096558,1079.740112,1079.096558,1080.7854,1070.785278,1088.32251,1086.934326,1086.188354,1078.462036,1085.90979,1080.465332,1069.551758,1093.862793,1084.177612,1082.070313,28.20627022,18.02587318,21.27223396
2015/8/10 19:00,105.4528503,84.0554657,81.1279068,1052.25061,1047.360229,1053.204956,1032.918823,1045.197266,1067.134521,1047.977051,1049.979614,1056.922852,1057.663086,1045.059204,1047.085083,1045.636963,1038.946777,1060.367676,1055.130615,1059.046997,1036.218628,1038.109253,1038.24585,1057.183594,1048.072266,1048.496094,1053.336426,1050.560913,26.91231346,23.55768776,24.66603088
2015/8/10 20:00,92.42730713,64.15312195,82.23903656,1082.801758,1077.958984,1088.401855,1065.568604,1087.034668,1092.785278,1083.087158,1090.520386,1089.523438,1085.108154,1075.888916,1076.851807,1084.130249,1070.044678,1079.791504,1093.459839,1085.081421,1076.237183,1066.418701,1084.670898,1065.547363,1073.208252,1089.030396,1090.881226,1082.18335,28.73036957,24.39788246,27.14402771
2015/8/10 21:00,82.39907837,58.70062256,82.70249939,1091.703125,1081.136353,1086.63562,1086.020752,1080.627197,1090.382446,1081.015747,1101.984619,1094.679321,1091.340088,1092.229858,1083.946289,1083.584351,1083.973877,1073.692871,1090.053955,1089.261963,1088.224731,1082.792969,1088.311035,1084.575684,1070.370605,1094.519409,1088.39563,1087.282715,23.12869263,13.46278667,22.13571358
2015/8/10 22:00,83.43235016,59.43453979,82.51247406,1089.803589,1079.362915,1085.387085,1084.467529,1079.45105,1088.164673,1077.44104,1100.5448,1092.629028,1089.481934,1090.857422,1081.362915,1082.532959,1082.625854,1072.650269,1089.329712,1088.214844,1088.098999,1081.78894,1087.043091,1083.649048,1068.583252,1095.097656,1086.686523,1085.158569,25.18027878,13.8766613,22.83732033
2015/8/10 23:00,82.93301392,58.44538116,81.13386536,1090.233032,1079.88147,1083.817505,1085.371338,1080.606323,1089.547729,1078.733765,1101.288574,1093.56543,1090.453369,1090.100952,1081.995239,1083.318359,1083.551392,1073.853149,1091.499512,1089.966309,1087.225464,1082.804688,1085.973022,1085.202881,1070.328491,1093.868042,1086.734985,1084.249268,25.61430168,14.29053593,19.91058159
2015/8/11 0:00,73.64102936,58.2435379,99.8540802,1101.090454,1101.775879,1097.853394,1100.883057,1093.661255,1103.010132,1093.204834,1108.208008,1109.748291,1104.438965,1107.559937,1101.202515,1095.143921,1099.195923,1090.845093,1098.207764,1102.769775,1097.922974,1096.994751,1098.217651,1101.835327,1088.2948,1102.409668,1104.971558,1100.88501,20.81759834,15.88247395,18.1172657
2015/8/11 1:00,94.43238068,66.32207489,80.79592896,1071.345337,1072.203735,1074.437012,1057.800171,1075.646362,1083.172852,1072.028442,1079.529541,1078.213989,1073.038696,1065.827271,1065.575317,1076.03064,1060.570801,1069.521606,1080.793457,1076.760864,1062.241943,1052.58313,1069.748901,1067.028931,1065.186157,1074.154541,1078.786621,1070.182617,27.42484665,21.56352615,23.7179451
2015/8/11 2:00,89.18902588,61.83470154,79.77560425,1082.769531,1069.253784,1085.872192,1066.970581,1077.427612,1076.996948,1073.750122,1093.675171,1084.203369,1082.53125,1078.164673,1070.564941,1077.032349,1070.702393,1070.270386,1088.548706,1080.160645,1077.976074,1067.42395,1080.745728,1066.459351,1064.621094,1088.692017,1080.717041,1077.290771,23.72672081,23.37836075,23.37698746
2015/8/11 3:00,88.86380005,61.73112488,79.20894623,1080.785889,1066.892822,1083.479614,1065.901001,1075.584351,1074.98999,1073.268799,1091.4823,1082.067627,1082.285034,1077.199097,1068.365479,1075.845947,1069.994995,1068.370239,1087.733643,1080.899658,1077.212036,1065.639404,1078.452515,1066.213623,1063.897095,1088.251587,1079.265625,1075.634644,25.09916687,22.42513657,23.39831352
2015/8/11 4:00,89.29418945,61.18934631,78.12818146,1083.623413,1067.925415,1086.526489,1065.444946,1077.179199,1077.88562,1072.325439,1094.314819,1084.515503,1083.362793,1079.128906,1070.254395,1077.106079,1071.402588,1071.304199,1091.005859,1082.553589,1080.818604,1066.874268,1081.411743,1064.965332,1066.108032,1089.924683,1080.634277,1077.810669,25.09969711,22.44093323,25.1591301
2015/8/11 5:00,89.02380371,61.64588165,78.35945892,1079.927124,1067.77478,1082.855957,1067.276123,1074.423706,1077.857056,1072.48938,1092.599365,1082.449097,1081.720825,1077.956177,1069.854614,1075.504272,1069.146851,1069.164429,1086.702026,1079.585938,1077.25293,1065.724731,1078.957642,1068.328125,1064.254639,1089.878174,1080.151245,1075.64978,23.86751747,22.7898674,22.48415756
2015/8/11 6:00,107.47229,84.07137299,78.41400909,1050.329102,1047.167358,1053.720581,1033.394775,1046.21106,1063.656128,1048.029785,1048.639526,1058.346802,1058.697876,1044.454468,1044.956543,1042.468872,1036.392334,1058.408203,1054.015137,1060.834106,1033.828979,1036.846558,1038.770142,1056.582153,1046.37854,1050.171631,1050.750488,1047.620117,27.90480042,24.05617714,25.89809227
2015/8/11 7:00,107.2747803,84.03981781,78.83406067,1053.11377,1045.30188,1052.136597,1031.864136,1043.896484,1064.07019,1047.636841,1048.612793,1056.333008,1057.66333,1041.654541,1043.10376,1042.140625,1035.614868,1058.705566,1051.755493,1058.813843,1032.54834,1037.133179,1035.582764,1055.642944,1046.140747,1048.774658,1049.788452,1047.311279,26.46855164,22.5590992,25.4041748
2015/8/11 8:00,105.6277771,81.66017151,82.60668945,1054.554932,1052.470093,1055.246094,1036.171265,1045.866333,1069.216553,1047.341553,1050.09668,1060.498901,1060.267334,1046.572388,1048.796021,1046.513916,1039.972168,1060.491211,1057.110107,1060.159668,1037.38562,1040.269409,1040.614014,1057.088135,1050.24939,1053.611206,1057.833252,1049.18335,24.12142944,22.36071777,22.76216507
2015/8/11 9:00,105.3064575,84.06150818,83.106987,1052.903198,1050.593506,1054.474121,1036.242554,1046.766113,1066.666138,1052.592896,1052.150146,1058.853882,1059.31604,1048.461914,1046.557739,1046.105103,1039.755371,1060.884521,1055.199097,1060.874878,1036.494019,1039.528687,1040.897949,1058.724121,1048.769043,1052.374268,1055.452881,1052.01355,27.21928406,23.16326141,26.39218903
2015/8/11 10:00,104.8179779,84.068573,83.86618042,1052.971069,1051.812012,1054.209717,1034.021118,1044.208618,1067.194458,1051.516113,1051.38208,1060.223633,1061.212769,1048.067505,1048.636841,1045.776489,1037.585327,1060.516235,1056.866943,1061.027832,1036.212524,1041.220215,1039.996948,1056.989746,1050.242676,1054.266846,1054.596558,1052.250122,26.87839317,21.8671875,24.48051453
2015/8/11 11:00,104.5796356,84.06597137,84.74199677,1053.518433,1051.847534,1057.580322,1036.444458,1047.239868,1068.130737,1051.076538,1053.185181,1060.274536,1060.914185,1048.627075,1048.841187,1044.916992,1040.120239,1059.029785,1057.460449,1061.719238,1037.315186,1040.657715,1040.286255,1058.236938,1049.289917,1052.821777,1057.805298,1050.840576,26.57721901,22.05443764,23.93619156
2015/8/11 12:00,103.6455994,84.07466888,85.77061462,1055.687134,1052.036011,1057.127808,1037.153931,1048.102173,1069.034424,1051.322998,1052.953369,1060.919434,1061.89502,1047.687622,1048.549805,1045.79541,1039.496582,1060.519165,1056.974243,1062.470703,1038.244751,1042.332275,1041.124756,1058.599731,1049.874756,1054.52002,1058.318481,1053.108154,26.57792664,22.97483826,23.63278008
2015/8/11 13:00,103.9891815,84.06825256,86.6415863,1055.83606,1054.064941,1054.960571,1036.64624,1046.036255,1070.645142,1051.43689,1054.934814,1061.756714,1060.247681,1048.747681,1048.991211,1045.224854,1040.970093,1062.028198,1059.038574,1063.307373,1039.223877,1042.067993,1040.655273,1061.009155,1049.436157,1054.243286,1059.903809,1051.21936,25.83097649,24.06194878,25.36075592
2015/8/11 14:00,103.2677383,84.07700348,87.40681458,1054.481323,1054.714355,1054.699097,1036.432007,1047.520752,1070.523926,1052.417114,1054.138672,1061.515625,1061.34314,1048.342651,1048.871948,1045.630249,1039.770264,1060.508179,1059.862793,1062.196167,1040.766357,1041.888672,1042.562012,1059.342041,1049.679077,1053.630981,1061.002808,1052.521484,27.25282097,22.01316643,23.09887695
2015/8/11 15:00,103.0608368,84.06765747,87.41931152,1055.486084,1056.042236,1055.108521,1035.65686,1047.288086,1070.615479,1053.203979,1055.73291,1062.917969,1060.978271,1047.844238,1047.591675,1048.10437,1039.266357,1061.950317,1060.060791,1063.562866,1040.305054,1040.716675,1042.755371,1061.009033,1049.653931,1053.960083,1060.601929,1051.237915,27.52255821,23.17013168,23.992342
2015/8/11 16:00,103.4430389,84.06520081,87.85635376,1055.86438,1055.49231,1053.882813,1036.139893,1047.488037,1070.805908,1052.288696,1054.837891,1061.917236,1061.651978,1048.452515,1048.466064,1047.264771,1040.585205,1061.722412,1058.968506,1062.432129,1038.887695,1042.897095,1041.189697,1059.453369,1050.75708,1054.297119,1060.585205,1053.640625,26.3641758,22.35141563,23.69744682
2015/8/11 17:00,103.7383118,84.06568146,87.52281189,1055.475586,1054.040649,1055.023438,1038.178955,1047.392456,1070.134766,1050.729004,1055.848511,1063.02002,1062.332275,1049.563843,1049.93396,1047.289551,1041.932739,1062.759888,1058.629761,1058.418213,1041.522583,1042.667847,1042.382813,1058.571167,1049.355591,1054.107666,1060.235596,1052.526611,25.87409019,23.25656509,22.11202049
2015/8/11 18:00,104.0761108,84.07782745,86.43817902,1055.218628,1053.525513,1056.094727,1036.81958,1047.8396,1067.560303,1051.927002,1055.332153,1061.195923,1061.529907,1048.153564,1049.214844,1045.757935,1040.250854,1061.403809,1057.559692,1057.473633,1041.205688,1041.625122,1041.14624,1059.657959,1048.895142,1053.606689,1058.669556,1051.95874,26.30395126,21.52109146,22.70632553
2015/8/11 19:00,104.9299622,84.07107544,85.4800415,1054.998779,1049.483643,1055.775146,1037.081909,1044.327637,1068.14624,1049.415405,1053.407349,1059.754272,1059.392944,1046.339844,1047.733887,1045.428833,1038.339966,1059.799561,1057.664673,1055.743164,1039.535645,1040.343018,1041.053955,1057.856079,1048.930176,1050.95752,1054.345215,1051.380737,26.35582161,21.80519676,22.57775879
2015/8/11 20:00,105.6784058,84.0680542,84.57375336,1054.055786,1052.884521,1056.47168,1036.821533,1044.581421,1068.823242,1051.309326,1052.011597,1058.952515,1059.543701,1045.645752,1045.833374,1043.927246,1039.932129,1059.268799,1055.762573,1055.093262,1040.633057,1038.942749,1040.528442,1056.808472,1050.697754,1052.460938,1057.007324,1049.442505,25.63926315,21.92036819,22.92617798
2015/8/11 21:00,104.6317749,82.23535919,84.34711456,1054.218628,1055.411743,1055.384033,1036.521729,1046.882446,1071.040894,1051.520386,1055.999023,1062.686035,1061.233276,1048.203735,1050.317505,1046.337891,1040.962158,1060.709473,1059.918823,1058.280518,1042.744263,1040.839722,1042.637939,1059.590454,1050.238525,1053.004028,1060.384766,1052.650024,26.79516602,21.06247902,23.50514984
2015/8/11 22:00,105.321991,81.66662598,83.76633453,1055.04895,1055.723877,1057.628052,1036.769287,1046.881226,1071.387573,1051.672729,1056.826172,1061.620728,1061.665649,1049.140869,1049.903931,1046.74292,1041.512573,1062.624512,1059.487915,1058.20105,1042.794434,1041.098755,1042.819824,1060.942993,1049.819824,1053.403198,1058.89624,1053.419556,25.9781971,21.06510544,23.04326057
2015/8/11 23:00,105.9272766,84.07252502,83.37735748,1054.333984,1051.180054,1054.297729,1036.241699,1044.212646,1066.692749,1050.055176,1051.099121,1058.874634,1059.729492,1046.41394,1045.557251,1044.221069,1036.725586,1058.90979,1055.958618,1056.026733,1038.259277,1038.71936,1039.452148,1058.968628,1048.006714,1051.309448,1053.159424,1049.315552,24.93190193,22.10957527,22.00905418
2015/8/12 0:00,105.9978638,84.07591248,82.74010468,1051.770142,1048.716309,1054.683594,1034.345703,1043.303955,1066.945923,1050.234131,1051.147217,1059.216553,1058.960815,1046.007324,1045.679688,1044.022583,1037.947754,1060.349976,1055.373047,1056.19751,1039.496338,1037.530396,1038.189209,1057.33374,1046.954712,1050.087402,1055.217651,1048.813843,24.1206665,21.50531387,22.76071548
2015/8/12 1:00,106.4518967,84.06530762,82.10068512,1052.66626,1049.434082,1054.39978,1034.552734,1044.721558,1067.810425,1049.275635,1051.341431,1056.845337,1058.01709,1044.444458,1044.88269,1043.531006,1037.243652,1059.197021,1055.255737,1053.958496,1038.069702,1039.037598,1037.509155,1058.188477,1047.427246,1049.400391,1055.099487,1049.385864,25.16182899,21.9350338,23.01526833
2015/8/12 2:00,101.8412094,73.60844421,81.33851624,1062.756958,1069.956665,1069.308838,1049.777954,1063.472412,1075.028198,1062.149536,1072.15918,1080.114136,1073.809204,1062.227661,1062.615234,1059.944702,1053.301025,1069.096436,1078.403076,1069.525635,1054.039185,1048.078613,1057.566895,1080.52124,1068.804688,1065.904907,1076.141357,1065.80481,32.10632324,23.60502625,28.31051826
2015/8/12 3:00,107.0744324,84.07670593,81.14293671,1051.652222,1048.687256,1052.867065,1033.628906,1042.738037,1064.644897,1048.110107,1050.89209,1055.402344,1059.950439,1045.689331,1045.283813,1042.353271,1038.460571,1058.75708,1053.408936,1052.410156,1039.250366,1036.928711,1036.292358,1056.570313,1049.034912,1047.886963,1053.332153,1049.68811,24.81836319,21.71087646,22.95705605
2015/8/12 4:00,107.625885,84.07726288,80.87649536,1051.865234,1047.081055,1053.598145,1033.710815,1043.455688,1065.003296,1048.257813,1049.420532,1056.966431,1058.074097,1044.301025,1045.979614,1044.583252,1037.56543,1058.144897,1055.989624,1053.73645,1037.353271,1038.381592,1038.044922,1057.643921,1047.02478,1048.467529,1051.492554,1048.313721,24.1075573,21.79653358,21.85421181
2015/8/12 5:00,107.4844971,84.07054901,80.34765625,1050.616943,1048.075439,1054.565796,1033.92688,1044.867065,1065.458496,1048.3573,1050.017334,1058.215088,1058.842285,1045.361816,1046.11853,1045.289795,1037.954102,1058.923096,1053.90979,1054.200562,1038.034546,1036.50061,1038.469727,1057.139526,1046.952881,1048.834351,1053.09668,1048.660889,24.39133263,21.20634079,20.83912468
2015/8/12 6:00,107.4863281,81.86784363,78.68921661,1052.822266,1049.586914,1055.991089,1035.539551,1045.588989,1067.683594,1049.9552,1051.709595,1059.62207,1059.578491,1045.69751,1046.938721,1045.228271,1039.767578,1060.665283,1055.934937,1054.292114,1039.745117,1038.291016,1038.847656,1058.396606,1047.959229,1050.570068,1053.610474,1049.210693,25.54502678,22.19144058,21.34217644
2015/8/12 7:00,101.4559555,74.2359314,81.46373749,1058.73938,1062.34729,1063.90271,1032.819702,1046.13208,1063.359497,1047.288696,1071.755249,1072.946045,1067.528687,1057.878418,1048.276611,1053.701172,1047.534302,1056.159424,1073.110962,1066.983154,1052.184204,1035.250977,1041.115112,1068.990356,1058.470215,1063.449829,1064.78479,1062.86377,25.22630501,21.77271461,24.68371201
2015/8/12 8:00,105.5625305,84.06749725,83.64268494,1052.92334,1050.809082,1056.359009,1034.799561,1046.035889,1067.763184,1050.027588,1051.398682,1058.095337,1059.470825,1045.862793,1046.080322,1045.095215,1039.087158,1059.508301,1057.278442,1056.704346,1038.779297,1039.548462,1039.200806,1058.903076,1050.011841,1050.833008,1055.685669,1050.396851,25.87473488,21.8688221,20.00321579
2015/8/12 9:00,104.2404175,84.06480408,85.8236084,1055.462158,1053.394409,1055.822998,1037.363647,1045.563477,1070.260498,1052.11792,1054.172241,1061.050781,1059.624634,1047.762573,1049.720459,1046.922729,1041.004883,1061.470947,1058.389648,1057.481079,1039.614746,1038.894775,1041.414429,1059.01709,1049.640991,1052.446167,1058.97522,1052.572632,25.3272438,21.80521011,20.88842201
2015/8/12 10:00,104.2349854,84.06837463,86.53912354,1055.563232,1055.150879,1057.370483,1036.189087,1047.44043,1070.503906,1051.815918,1055.220581,1060.90686,1061.21228,1049.038452,1048.960205,1046.886719,1040.978271,1061.123779,1060.745361,1056.219727,1041.648071,1040.793579,1042.735107,1059.905396,1050.030762,1052.252319,1061.99646,1051.603271,25.19069862,20.34055901,21.1087265
2015/8/12 11:00,103.1716766,84.06711578,88.14472198,1055.60376,1056.74585,1056.302856,1036.686035,1048.927979,1069.432983,1052.995361,1056.380859,1063.543335,1061.835571,1049.005005,1051.732056,1048.057129,1043.168579,1063.303223,1060.672974,1058.426392,1041.827148,1042.117432,1043.122681,1060.328369,1049.701294,1055.764282,1061.322144,1053.055542,26.17350769,21.67231941,22.51445961
2015/8/12 12:00,103.0516052,84.06800079,89.65837097,1057.128052,1058.140869,1056.846802,1038.458496,1049.060547,1071.032104,1051.077026,1056.783936,1064.094727,1061.389282,1049.800171,1050.51123,1046.640137,1040.97998,1061.082886,1061.391846,1058.231567,1042.679443,1040.975464,1043.74707,1062.024536,1051.462891,1055.317871,1060.877075,1053.10144,26.2304306,22.57172203,22.79450226
2015/8/12 13:00,102.4640198,84.0763855,90.48005676,1057.702148,1058.276001,1058.673828,1038.324829,1048.281616,1071.248779,1053.510376,1056.21228,1063.067261,1063.285889,1050.199585,1051.740356,1048.185059,1042.661133,1062.480225,1061.916626,1059.250366,1041.960327,1042.264038,1042.725952,1060.951416,1051.11853,1056.232422,1062.647949,1053.994385,25.40631866,21.74724388,23.42780113
2015/8/12 14:00,102.2085571,84.07953644,90.65601349,1056.669678,1058.131958,1056.775879,1038.382813,1049.865234,1069.909302,1052.065063,1056.93811,1064.880981,1063.347778,1049.484619,1050.656616,1047.104614,1042.875732,1062.526611,1061.19873,1059.129028,1042.805786,1042.408569,1045.001099,1063.029907,1050.805664,1056.358887,1061.297485,1052.988281,25.9532795,22.30202293,22.76461411
2015/8/12 15:00,102.3661194,84.07481384,90.64242554,1057.14624,1057.768555,1057.222168,1039.440308,1049.047363,1070.79187,1051.980713,1057.784424,1065.448486,1063.64978,1050.528931,1051.324829,1048.703369,1042.866333,1061.194092,1063.431885,1057.87854,1042.325806,1040.905029,1044.541992,1062.466431,1051.453125,1056.631714,1062.449951,1053.83313,25.56964874,22.08538628,23.33351517
2015/8/12 16:00,101.8047256,84.07008362,91.49517822,1056.331055,1059.222656,1058.707275,1037.754517,1051.18689,1071.128906,1053.288574,1056.868774,1065.93042,1063.091309,1051.573242,1051.564331,1047.825317,1041.715576,1061.139404,1063.554565,1060.256348,1044.215576,1042.195923,1043.21228,1064.393433,1053.047852,1056.245972,1063.052734,1054.677856,25.66591072,21.8107357,24.12101173
2015/8/12 17:00,101.6442566,84.06832886,91.68763733,1057.703125,1058.155029,1058.008423,1039.308472,1049.983398,1069.429443,1054.569702,1056.968262,1063.963989,1062.921387,1051.105103,1051.103638,1049.225586,1042.951782,1060.720459,1063.550415,1059.536011,1043.777832,1041.247559,1044.594849,1064.339722,1052.283081,1055.616455,1063.572266,1054.453491,25.86024094,22.52003288,23.73673058
2015/8/12 18:00,102.473053,84.06121826,90.10240936,1056.136597,1059.025879,1056.438599,1039.012939,1047.928589,1071.43335,1052.732056,1056.49707,1064.868042,1062.885742,1050.497559,1051.549927,1047.299072,1042.529419,1063.367188,1062.567749,1059.452759,1044.900879,1041.917603,1043.169067,1060.728149,1050.241089,1054.41626,1062.71106,1054.316528,26.8450489,22.61434555,22.60997581
2015/8/12 19:00,103.7977371,84.07197571,87.44452667,1054.455322,1054.430542,1054.674683,1036.100952,1046.990845,1070.595947,1052.188965,1055.520996,1061.41626,1061.732666,1047.616943,1049.207275,1045.522705,1039.527466,1060.748535,1060.093384,1057.868042,1043.11084,1039.836304,1042.17627,1061.119019,1050.535034,1054.206421,1060.043335,1052.756836,25.94771194,20.4865036,22.97425461
2015/8/12 20:00,104.6136093,84.06919861,85.53514099,1054.636353,1054.076416,1054.541626,1036.691162,1045.432861,1069.84436,1049.915649,1054.016357,1061.206787,1061.046509,1049.176025,1048.255981,1045.645142,1039.578247,1060.087891,1058.834351,1055.166992,1040.900391,1040.417847,1041.602417,1060.719238,1048.29126,1052.300049,1058.884399,1052.803955,25.25712013,21.45779419,21.44098091
2015/8/12 21:00,97.76285553,71.05019379,84.61459351,1067.860718,1067.915527,1069.17395,1052.845459,1067.051392,1074.052124,1062.103149,1075.109863,1077.546875,1072.301636,1060.688477,1068.427002,1062.620117,1054.255615,1067.735107,1079.889404,1070.076172,1056.268066,1045.946777,1059.730713,1078.960815,1069.728149,1067.287231,1074.717651,1067.649902,32.63731766,25.08342361,26.98974991
2015/8/12 22:00,105.6250992,84.06508636,83.11810303,1053.549194,1051.691772,1054.549194,1034.894043,1045.253174,1068.991943,1049.747681,1051.960205,1058.961182,1061.538452,1046.292114,1049.172974,1046.685425,1039.546631,1061.208252,1056.276855,1060.235474,1037.426758,1040.293823,1040.925171,1058.226807,1048.12207,1051.130005,1054.222168,1051.52124,24.78859329,22.98734856,24.43356323
2015/8/12 23:00,105.8199081,84.07618713,82.8026123,1054.223999,1051.657593,1053.079224,1035.363892,1046.3302,1066.981445,1049.127808,1052.27832,1059.38855,1060.816772,1045.792114,1045.78064,1044.723755,1038.522705,1060.564941,1054.928101,1059.264404,1037.21167,1040.519409,1040.073486,1056.812378,1048.074097,1050.826904,1054.586792,1050.607666,24.54289627,22.86605453,21.50874901
2015/8/13 0:00,105.3031921,84.07431793,82.91175842,1052.761108,1051.10498,1055.004272,1034.981079,1044.234741,1067.585815,1049.688599,1053.178711,1060.945923,1059.428101,1046.450928,1047.269775,1044.824707,1039.041382,1061.087646,1056.805908,1059.42334,1037.503296,1039.381348,1040.230835,1059.069458,1047.676147,1051.858032,1053.15918,1049.691895,24.41457367,22.36730194,23.08966827
2015/8/13 1:00,105.0718384,83.14421082,83.31086731,1054.074341,1052.69043,1055.598999,1037.019897,1046.292236,1071.470947,1052.449097,1056.056763,1063.97876,1061.820313,1049.615601,1049.689819,1047.776367,1041.846069,1062.265747,1059.606934,1062.256592,1040.893311,1042.241699,1040.918579,1059.172485,1049.816406,1053.337402,1060.268921,1053.371948,26.11118317,21.15009689,22.07089233
2015/8/13 2:00,104.6638794,80.51899719,82.63179016,1052.937744,1056.322998,1056.536743,1037.893311,1048.388306,1072.889771,1052.821167,1056.490601,1064.105713,1061.146606,1050.472046,1052.001343,1049.4104,1043.059082,1062.802246,1062.13623,1058.108154,1044.971924,1039.376343,1042.72168,1060.262329,1047.980103,1052.486816,1060.074463,1052.055664,26.92855835,22.93269539,24.85817719
2015/8/13 3:00,105.3292236,83.17346191,82.42053223,1051.694214,1052.436035,1056.733521,1034.924438,1045.347656,1068.637573,1051.376343,1054.851318,1060.484131,1061.002441,1048.351074,1049.369385,1044.919434,1039.44458,1062.675171,1058.768433,1058.074585,1041.146851,1039.950806,1040.598511,1058.537109,1048.997925,1051.541382,1054.280029,1050.32251,25.44031715,22.01552391,23.27733994
2015/8/13 4:00,105.5129471,83.40193176,82.18258667,1054.55249,1050.768921,1054.769409,1035.13501,1044.765259,1069.782227,1049.735962,1054.653931,1062.723633,1061.043579,1047.415649,1049.37854,1045.780762,1039.457153,1062.272949,1058.134644,1056.067261,1039.774048,1038.112061,1040.733643,1058.240723,1049.55835,1050.582153,1056.355713,1052.905518,27.13250542,21.93341827,22.29693031
